,unemployment_rate,fed_rate,indpro,gs10,usrec,sp500_close,inflation_yoy,sp500_log_return,log_indpro
1993-09-01,6.7,3.09,65.3717,5.36,0.0,458.92999267578125,2.7639971651311157,-1.003814417509818,4.180089443099557
1993-10-01,6.8,2.99,65.8509,5.33,0.0,467.8299865722656,2.752293577981657,1.9207276337299777,4.18739309552186
1993-11-01,6.6,3.02,66.1518,5.72,0.0,461.7900085449219,2.7445460942997935,-1.2994692567740804,4.191952101075109
1993-12-01,6.5,2.96,66.5436,5.77,0.0,466.45001220703125,2.8109627547435068,1.0040598783038786,4.197857371922138
1994-01-01,6.6,3.05,66.7351,5.75,0.0,481.6099853515625,2.450980392156854,3.1983767906037284,4.2007310513890666
1994-02-01,6.6,3.25,66.774,5.97,0.0,467.1400146484375,2.515723270440251,-3.05055975160481,4.2013137832193435
1994-03-01,6.5,3.34,67.4552,6.48,0.0,445.7699890136719,2.6517794836008246,-4.6825930676400365,4.211463673825975
1994-04-01,6.4,3.56,67.8541,6.97,0.0,450.9100036621094,2.364394993045882,1.1464671878566652,4.2173598118686275
1994-05-01,6.1,4.01,68.1663,7.18,0.0,456.5,2.288488210818307,1.2320928865823515,4.221950307827175
1994-06-01,6.1,4.25,68.6265,7.1,0.0,444.2699890136719,2.494802494802495,-2.715623904644618,4.228678757514311
1994-07-01,6.1,4.26,68.7178,7.3,0.0,458.260009765625,2.69896193771626,3.1004268952847047,4.23000826319381
1994-08-01,6.0,4.47,69.1785,7.24,0.0,475.489990234375,2.900552486187835,3.6909100790636225,4.2366901207067365
1994-09-01,5.9,4.73,69.3961,7.46,0.0,462.7099914550781,2.965517241379323,-2.7245341243997485,4.239830669968288
1994-10-01,5.8,4.76,69.9544,7.74,0.0,472.3500061035156,2.609890109890123,2.061975964867581,4.247843601206147
1994-11-01,5.6,5.29,70.4326,7.96,0.0,453.69000244140625,2.602739726027403,-4.0306098324758715,4.254656224162832
1994-12-01,5.5,5.45,71.1523,7.81,0.0,459.2699890136719,2.597402597402576,1.2224097678835126,4.264822650085065
1995-01-01,5.6,5.53,71.2734,7.78,0.0,470.4200134277344,2.8708133971291794,2.3987692740722113,4.266523186283003
1995-02-01,5.4,5.92,71.193,7.47,0.0,487.3900146484375,2.862985685071595,3.5438712774815286,4.265394498977991
1995-03-01,5.4,5.98,71.3113,7.2,0.0,500.7099914550781,2.7872195785180187,2.696242010364243,4.267054800136278
1995-04-01,5.8,6.05,71.1882,7.06,0.0,514.7100219726562,3.125000000000022,2.7576603842838927,4.265327074346062
1995-05-01,5.6,6.01,71.5378,6.63,0.0,533.4000244140625,3.1186440677966054,3.566797956572486,4.270225981331181
1995-06-01,5.6,6.0,71.7749,6.17,0.0,544.75,3.0425963488843744,2.1055316306170484,4.273534832763384
1995-07-01,5.7,5.85,71.4748,6.28,0.0,562.0599975585938,2.8301886792452713,3.1281627592512193,4.269344940023278
